1;1542386378824;0.201;-0.115;10.123;Capture
2;1542386378829;0.23;-0.134;10.132;Capture
3;1542386378830;0.23;-0.105;10.161;Capture
4;1542386378835;0.201;-0.105;10.142;Capture
5;1542386378852;0.211;-0.096;10.094;Capture
6;1542386378853;0.163;-0.134;10.161;Capture
7;1542386378854;0.211;-0.134;10.113;Capture
8;1542386378860;0.163;-0.096;10.094;Capture
9;1542386378861;0.182;-0.086;10.113;Capture
10;1542386378865;0.172;-0.096;10.142;Capture
11;1542386378870;0.201;-0.096;10.104;Capture
12;1542386378875;0.144;-0.057;10.084;Capture
13;1542386378881;0.201;-0.086;10.171;Capture
14;1542386378885;0.201;-0.029;10.171;Capture
15;1542386378890;0.172;-0.105;10.104;Capture
16;1542386378895;0.211;-0.115;10.123;Capture
17;1542386378900;0.23;-0.086;10.123;Capture
18;1542386378905;0.22;-0.086;10.142;Capture
19;1542386378910;0.201;-0.124;10.094;Capture
20;1542386378915;0.201;-0.086;10.132;Capture
21;1542386378920;0.172;-0.086;10.123;Capture
22;1542386378925;0.182;-0.096;10.113;Capture
23;1542386378930;0.163;-0.077;10.056;Capture
24;1542386378935;0.201;-0.105;10.113;Capture
25;1542386378940;0.144;-0.067;10.123;Capture
26;1542386378945;0.172;-0.077;10.171;Capture
27;1542386378950;0.211;-0.115;10.056;Capture
28;1542386378955;0.259;-0.134;10.113;Capture
29;1542386378960;0.211;-0.124;10.084;Capture
30;1542386378965;0.192;-0.115;10.104;Capture
31;1542386378970;0.192;-0.124;10.104;Capture
32;1542386378975;0.153;-0.134;10.104;Capture
33;1542386378980;0.201;-0.115;10.113;Capture
34;1542386378985;0.182;-0.048;10.075;Capture
35;1542386378990;0.163;-0.124;10.123;Capture
36;1542386378995;0.201;-0.105;10.084;Capture
37;1542386379000;0.201;-0.086;10.209;Capture
38;1542386379005;0.182;-0.086;10.142;Capture
39;1542386379010;0.172;-0.067;10.123;Capture
40;1542386379015;0.268;-0.124;10.199;Capture
41;1542386379020;0.211;-0.105;10.123;Capture
42;1542386379025;0.22;-0.086;10.084;Capture
43;1542386379030;0.192;-0.105;10.123;Capture
44;1542386379035;0.211;-0.144;10.056;Capture
45;1542386379040;0.182;-0.105;10.142;Capture
46;1542386379045;0.182;-0.124;10.123;Capture
47;1542386379050;0.249;-0.096;10.132;Capture
48;1542386379055;0.144;-0.077;10.132;Capture
49;1542386379060;0.182;-0.105;9.998;Capture
50;1542386379065;0.192;-0.096;10.151;Capture
51;1542386379070;0.172;-0.096;10.113;Capture
52;1542386379075;0.22;-0.086;10.113;Capture
53;1542386379080;0.22;-0.115;10.19;Capture
54;1542386379085;0.172;-0.153;10.084;Capture
55;1542386379090;0.239;-0.086;10.123;Capture
56;1542386379095;0.22;-0.086;10.104;Capture
57;1542386379100;0.192;-0.105;10.104;Capture
58;1542386379105;0.287;-0.124;10.19;Capture
59;1542386379110;0.201;-0.096;10.19;Capture
60;1542386379115;0.201;-0.134;10.094;Capture
61;1542386379120;0.201;-0.096;10.123;Capture
62;1542386379125;0.287;-0.182;10.084;Capture
63;1542386379130;0.316;-0.096;10.171;Capture
64;1542386379135;0.067;-0.172;10.065;Capture
65;1542386379140;0.211;-0.086;10.314;Capture
66;1542386379146;0.096;-0.048;10.065;Capture
67;1542386379150;0.172;-0.105;10.027;Capture
68;1542386379155;0.182;-0.077;10.132;Capture
69;1542386379160;0.211;-0.163;10.046;Capture
70;1542386379165;0.172;-0.096;10.228;Capture
71;1542386379170;0.182;-0.172;10.18;Capture
72;1542386379175;0.182;-0.105;10.18;Capture
73;1542386379180;0.182;-0.105;10.123;Capture
74;1542386379185;0.182;-0.105;10.113;Capture
75;1542386379190;0.239;-0.105;10.104;Capture
76;1542386379195;0.172;-0.115;10.056;Capture
77;1542386379200;0.153;-0.077;10.123;Capture
78;1542386379205;0.22;-0.067;10.113;Capture
79;1542386379210;0.23;-0.077;10.084;Capture
80;1542386379215;0.172;-0.086;10.123;Capture
81;1542386379220;0.22;-0.096;10.18;Capture
82;1542386379225;0.192;-0.077;10.027;Capture
83;1542386379230;0.172;-0.086;10.123;Capture
84;1542386379236;0.239;-0.124;10.113;Capture
85;1542386379240;0.249;-0.124;10.084;Capture
86;1542386379245;0.182;-0.105;10.18;Capture
87;1542386379251;0.134;-0.163;10.104;Capture
88;1542386379255;0.23;-0.057;10.113;Capture
89;1542386379260;0.163;-0.096;10.123;Capture
90;1542386379266;0.192;-0.153;10.151;Capture
91;1542386379270;0.22;-0.019;10.151;Capture
92;1542386379275;0.211;-0.115;10.123;Capture
93;1542386379280;0.182;-0.144;10.113;Capture
94;1542386379285;0.22;-0.115;10.113;Capture
95;1542386379291;0.22;-0.115;10.094;Capture
96;1542386379297;0.153;-0.105;10.094;Capture
97;1542386379302;0.163;-0.124;10.104;Capture
98;1542386379305;0.22;-0.096;10.151;Capture
99;1542386379310;0.163;-0.086;10.161;Capture
100;1542386379315;0.192;-0.153;10.075;Capture
101;1542386379320;0.153;-0.134;10.171;Capture
102;1542386379325;0.23;-0.096;10.199;Capture
103;1542386379330;0.201;-0.067;10.104;Capture
104;1542386379335;0.201;-0.115;10.123;Capture
105;1542386379340;0.153;-0.153;10.094;Capture
106;1542386379345;0.22;-0.057;10.036;Capture
107;1542386379350;0.201;-0.096;10.104;Capture
108;1542386379355;0.201;-0.115;10.151;Capture
109;1542386379360;0.192;-0.077;10.075;Capture
110;1542386379365;0.182;-0.115;10.084;Capture
111;1542386379370;0.153;-0.096;10.084;Capture
112;1542386379375;0.22;-0.077;10.151;Capture
113;1542386379380;0.211;-0.134;10.075;Capture
114;1542386379385;0.172;-0.086;10.104;Capture
115;1542386379390;0.211;-0.115;10.075;Capture
116;1542386379395;0.201;-0.096;10.142;Capture
117;1542386379400;0.201;-0.077;10.056;Capture
118;1542386379406;0.192;-0.096;10.094;Capture
119;1542386379412;0.201;-0.105;10.046;Capture
120;1542386379418;0.192;-0.096;10.142;Capture
121;1542386379420;0.239;-0.115;10.18;Capture
122;1542386379425;0.163;-0.067;10.123;Capture
123;1542386379430;0.182;-0.096;10.084;Capture
124;1542386379435;0.172;-0.105;10.132;Capture
125;1542386379440;0.287;-0.134;10.065;Capture
126;1542386379445;0.163;-0.096;10.113;Capture
127;1542386379450;0.172;-0.115;10.075;Capture
128;1542386379455;0.163;-0.134;10.142;Capture
129;1542386379460;0.192;-0.086;10.056;Capture
130;1542386379465;0.201;-0.144;10.132;Capture
131;1542386379470;0.201;-0.105;10.094;Capture
132;1542386379475;0.201;-0.124;10.084;Capture
133;1542386379480;0.23;-0.134;10.151;Capture
134;1542386379485;0.239;-0.077;10.084;Capture
135;1542386379490;0.192;-0.124;10.113;Capture
136;1542386379495;0.211;-0.124;10.104;Capture
137;1542386379500;0.144;-0.134;10.065;Capture
138;1542386379505;0.153;-0.115;10.075;Capture
139;1542386379510;0.144;-0.144;10.075;Capture
140;1542386379515;0.201;-0.105;10.123;Capture
141;1542386379520;0.153;-0.105;10.094;Capture
142;1542386379525;0.172;-0.067;10.151;Capture
143;1542386379530;0.172;-0.077;10.104;Capture
144;1542386379535;0.182;-0.105;10.104;Capture
145;1542386379540;0.182;-0.124;10.151;Capture
146;1542386379545;0.192;-0.057;10.151;Capture
147;1542386379550;0.192;-0.077;10.104;Capture
148;1542386379555;0.211;-0.115;10.113;Capture
149;1542386379560;0.182;-0.134;10.104;Capture
150;1542386379565;0.163;-0.105;10.075;Capture
151;1542386379570;0.201;-0.105;10.142;Capture
152;1542386379575;0.201;-0.115;10.151;Capture
153;1542386379580;0.211;-0.048;10.075;Capture
154;1542386379585;0.172;-0.048;10.123;Capture
155;1542386379590;0.182;-0.115;10.113;Capture
156;1542386379595;0.182;-0.105;10.142;Capture
157;1542386379600;0.192;-0.105;10.104;Capture
158;1542386379605;0.192;-0.105;10.075;Capture
159;1542386379613;0.201;-0.124;10.065;Capture
160;1542386379615;0.201;-0.096;10.084;Capture
161;1542386379620;0.172;-0.115;10.123;Capture
162;1542386379625;0.124;-0.057;10.151;Capture
163;1542386379630;0.163;-0.096;10.123;Capture
164;1542386379635;0.124;-0.067;10.104;Capture
165;1542386379640;0.182;-0.105;10.113;Capture
166;1542386379645;0.153;-0.105;10.151;Capture
167;1542386379650;0.105;-0.048;10.113;Capture
168;1542386379655;0.048;0.019;10.18;Capture
169;1542386379660;-0.096;0.105;10.171;Capture
170;1542386379665;-0.163;0.239;10.123;Capture
171;1542386379670;-0.22;0.373;10.161;Capture
172;1542386379676;-0.153;0.345;10.199;Capture
173;1542386379680;-0.019;0.172;10.104;Capture
174;1542386379685;0.297;-0.182;10.084;Capture
175;1542386379690;0.603;-0.306;10.094;Capture
176;1542386379695;0.871;-0.479;10.132;Capture
177;1542386379700;0.862;-0.345;10.123;Capture
178;1542386379705;0.622;-0.182;10.123;Capture
179;1542386379710;0.402;0.01;10.142;Capture
180;1542386379715;0.278;0.029;10.104;Capture
181;1542386379720;0.249;0.077;10.142;Capture
182;1542386379725;0.335;0.115;10.151;Capture
183;1542386379730;0.354;0.086;10.142;Capture
184;1542386379735;0.441;0.105;10.113;Capture
185;1542386379740;0.508;0.134;10.151;Capture
186;1542386379745;0.536;0.086;10.199;Capture
187;1542386379750;0.508;0.096;10.065;Capture
188;1542386379755;0.517;0.115;10.104;Capture
189;1542386379760;0.555;0.067;10.094;Capture
190;1542386379765;0.575;0.038;10.094;Capture
191;1542386379770;0.565;0.115;10.132;Capture
192;1542386379775;0.393;0.172;10.18;Capture
193;1542386379780;0.172;0.297;10.113;Capture
194;1542386379785;0.172;0.412;10.113;Capture
195;1542386379790;0.22;0.565;10.084;Capture
196;1542386379795;0.153;0.728;10.075;Capture
197;1542386379800;-0.038;0.986;10.113;Capture
198;1542386379805;0.048;0.986;10.132;Capture
199;1542386379810;-0.01;1.101;10.094;Capture
200;1542386379815;-0.163;1.226;10.199;Capture
201;1542386379820;-0.259;1.331;10.075;Capture
202;1542386379825;-0.335;1.35;10.123;Capture
203;1542386379830;-0.508;1.207;10.046;Capture
204;1542386379835;-0.613;1.168;10.084;Capture
205;1542386379840;-0.766;1.216;10.228;Capture
206;1542386379845;-0.91;1.226;10.027;Capture
207;1542386379850;-0.91;1.14;10.075;Capture
208;1542386379855;-0.632;1.015;10.151;Capture
209;1542386379860;-0.441;0.709;10.123;Capture
210;1542386379866;-0.192;0.603;10.046;Capture
211;1542386379870;0.057;0.441;10.084;Capture
212;1542386379876;0.067;0.412;10.094;Capture
213;1542386379880;0.23;0.46;10.084;Capture
214;1542386379885;0.469;0.565;10.084;Capture
215;1542386379890;0.517;0.737;10.266;Capture
216;1542386379895;0.603;0.881;9.969;Capture
217;1542386379900;0.728;0.958;10.046;Capture
218;1542386379905;0.728;1.044;10.056;Capture
219;1542386379910;0.546;1.216;10.065;Capture
220;1542386379915;0.421;1.379;10.132;Capture
221;1542386379920;0.144;1.561;10.008;Capture
222;1542386379925;-0.057;1.81;10.056;Capture
223;1542386379930;-0.134;1.81;10.017;Capture
224;1542386379935;-1.159;2.145;10.276;Capture
225;1542386379940;-1.437;2.116;10.036;Capture
226;1542386379945;-1.427;2.174;10.046;Capture
227;1542386379950;-1.293;2.002;9.874;Capture
228;1542386379955;-0.977;1.992;10.132;Capture
229;1542386379961;-0.766;1.82;10.056;Capture
230;1542386379965;-0.594;1.657;10.065;Capture
231;1542386379970;-0.498;1.561;10.18;Capture
232;1542386379976;-0.287;1.551;10.075;Capture
233;1542386379980;-0.067;1.618;10.094;Capture
234;1542386379985;0.048;1.494;10.046;Capture
235;1542386379990;0.23;1.494;10.247;Capture
236;1542386379996;0.431;1.331;10.008;Capture
237;1542386380000;0.613;1.235;10.218;Capture
238;1542386380005;0.785;1.149;10.161;Capture
239;1542386380010;0.843;1.188;10.199;Capture
240;1542386380015;1.12;1.168;10.209;Capture
241;1542386380020;1.235;1.092;10.094;Capture
242;1542386380025;1.322;1.092;10.218;Capture
243;1542386380030;1.245;1.197;10.084;Capture
244;1542386380036;1.178;1.159;9.931;Capture
245;1542386380041;0.996;1.053;9.864;Capture
246;1542386380045;0.737;1.101;9.922;Capture
247;1542386380050;0.517;1.235;10.084;Capture
248;1542386380055;0.22;1.235;10.142;Capture
249;1542386380060;0.077;1.245;9.969;Capture
250;1542386380066;-0.067;1.417;10.18;Capture
251;1542386380070;-0.144;1.293;10.276;Capture
252;1542386380075;-0.278;1.283;10.132;Capture
253;1542386380080;-0.345;1.034;9.998;Capture
254;1542386380086;-0.412;1.159;10.218;Capture
255;1542386380090;-0.46;1.13;10.084;Capture
256;1542386380095;-0.393;1.12;10.084;Capture
257;1542386380100;-0.517;1.197;10.017;Capture
258;1542386380105;-0.316;1.111;10.257;Capture
259;1542386380110;0.01;0.948;10.084;Capture
260;1542386380116;0.412;0.881;10.036;Capture
261;1542386380121;0.508;0.728;10.065;Capture
262;1542386380125;0.699;0.508;10.142;Capture
263;1542386380130;0.843;0.469;10.199;Capture
264;1542386380135;0.852;0.517;9.95;Capture
265;1542386380140;0.977;0.536;10.199;Capture
266;1542386380145;1.006;0.632;9.941;Capture
267;1542386380150;0.996;0.718;10.094;Capture
268;1542386380155;0.891;0.575;9.874;Capture
269;1542386380160;0.986;0.517;10.19;Capture
270;1542386380165;1.006;0.412;10.104;Capture
271;1542386380170;1.159;0.297;10.027;Capture
272;1542386380175;1.207;0.057;10.027;Capture
273;1542386380180;1.207;-0.096;10.19;Capture
274;1542386380185;1.188;-0.259;10.036;Capture
275;1542386380190;1.159;-0.517;9.941;Capture
276;1542386380195;1.178;-0.46;10.123;Capture
277;1542386380200;1.111;-0.306;9.912;Capture
278;1542386380205;0.699;-0.402;10.171;Capture
279;1542386380210;0.402;-0.488;10.228;Capture
280;1542386380215;0.354;-0.68;10.247;Capture
281;1542386380220;0.594;-0.891;10.18;Capture
282;1542386380225;1.197;-0.939;10.171;Capture
283;1542386380230;1.36;-0.977;9.922;Capture
284;1542386380236;1.35;-0.948;10.094;Capture
285;1542386380240;1.13;-0.948;10.199;Capture
286;1542386380245;0.737;-0.948;10.199;Capture
287;1542386380251;0.632;-0.852;10.094;Capture
288;1542386380255;0.488;-0.871;10.41;Capture
289;1542386380260;0.68;-0.891;9.912;Capture
290;1542386380265;0.737;-0.776;10.171;Capture
291;1542386380270;0.709;-0.757;10.199;Capture
292;1542386380275;0.632;-0.852;9.864;Capture
293;1542386380280;0.412;-0.986;10.448;Capture
294;1542386380285;0.239;-1.13;9.998;Capture
295;1542386380290;0.268;-1.302;10.046;Capture
296;1542386380295;0.287;-1.647;9.96;Capture
297;1542386380300;0.469;-1.915;10.151;Capture
298;1542386380306;0.402;-2.174;10.084;Capture
299;1542386380310;0.373;-2.404;10.276;Capture
300;1542386380315;0.124;-2.682;10.161;Capture
301;1542386380320;0.048;-2.911;10.285;Capture
302;1542386380326;0.077;-2.988;10.276;Capture
303;1542386380330;0;-3.112;10.065;Capture
304;1542386380336;-0.086;-3.208;9.922;Capture
305;1542386380341;-0.249;-3.084;10.305;Capture
306;1542386380345;-0.498;-3.141;9.969;Capture
307;1542386380350;-0.642;-3.026;9.768;Capture
308;1542386380355;-0.594;-3.026;9.893;Capture
309;1542386380360;-0.508;-2.95;9.941;Capture
310;1542386380365;-0.306;-2.931;9.998;Capture
311;1542386380370;-0.345;-2.921;10.084;Capture
312;1542386380375;-0.412;-2.816;10.056;Capture
313;1542386380380;-0.498;-2.739;9.941;Capture
314;1542386380385;-0.69;-2.624;10.18;Capture
315;1542386380390;-0.699;-2.567;10.132;Capture
316;1542386380395;-0.479;-2.605;9.835;Capture
317;1542386380400;-0.421;-2.682;10.084;Capture
318;1542386380405;-0.201;-2.796;9.989;Capture
319;1542386380410;-0.115;-2.672;10.084;Capture
320;1542386380415;-0.163;-2.662;9.931;Capture
321;1542386380420;-0.172;-2.538;10.008;Capture
322;1542386380425;-0.326;-2.394;10.142;Capture
323;1542386380430;-0.278;-2.279;10.056;Capture
324;1542386380435;-0.172;-2.04;10.113;Capture
325;1542386380440;-0.077;-1.915;10.046;Capture
326;1542386380445;-0.048;-1.982;10.075;Capture
327;1542386380450;-0.163;-1.848;10.046;Capture
328;1542386380456;-0.249;-1.638;10.094;Capture
329;1542386380460;-0.297;-1.446;10.084;Capture
330;1542386380465;-0.057;-1.532;10.046;Capture
331;1542386380470;0.297;0.153;10.094;Capture
332;1542386380476;0.287;-0.249;10.084;Capture
333;1542386380480;0.249;-0.096;10.104;Capture
334;1542386380485;0.172;-0.115;10.151;Capture
335;1542386380490;0.134;-0.144;10.056;Capture
336;1542386380495;0.182;-0.153;10.046;Capture
337;1542386380500;0.163;-0.144;10.104;Capture
338;1542386380505;0.192;-0.124;10.084;Capture
339;1542386380510;0.153;-0.172;10.065;Capture
340;1542386380515;0.057;-0.345;10.056;Capture
341;1542386380520;0.268;-0.201;10.094;Capture
342;1542386380526;0.278;-0.048;10.132;Capture
343;1542386380530;0.249;0.086;10.161;Capture
344;1542386380535;0.144;-0.115;10.113;Capture
345;1542386380540;0.134;-0.057;10.104;Capture
346;1542386380545;0.201;-0.067;10.094;Capture
347;1542386380551;0.192;-0.048;10.113;Capture
348;1542386380555;0.172;-0.115;10.094;Capture
349;1542386380560;0.144;-0.038;10.151;Capture
350;1542386380565;0.192;-0.048;10.132;Capture
351;1542386380570;0.182;-0.019;10.171;Capture
352;1542386380576;0.163;-0.01;10.18;Capture
353;1542386380580;0.153;-0.01;10.123;Capture
354;1542386380585;0.22;-0.029;10.084;Capture
355;1542386380590;0.192;-0.029;10.132;Capture
356;1542386380595;0.239;-0.067;10.132;Capture
357;1542386380601;0.211;-0.096;10.113;Capture
358;1542386380605;0.144;-0.048;10.161;Capture
359;1542386380612;0.134;-0.01;10.104;Capture
360;1542386380615;0.163;-0.067;10.113;Capture
361;1542386380620;0.134;-0.057;10.161;Capture
362;1542386380626;0.153;-0.096;10.19;Capture
363;1542386380630;0.163;-0.086;10.123;Capture
364;1542386380636;0.192;-0.105;10.132;Capture
365;1542386380640;0.153;-0.124;10.113;Capture
366;1542386380646;0.153;-0.124;10.113;Capture
367;1542386380650;0.163;-0.057;10.18;Capture
368;1542386380655;0.153;-0.134;10.094;Capture
369;1542386380660;0.134;-0.077;10.161;Capture
370;1542386380665;0.172;-0.057;10.113;Capture
371;1542386380670;0.163;-0.077;10.132;Capture
372;1542386380676;0.144;-0.096;10.113;Capture
373;1542386380681;0.182;-0.124;10.123;Capture
374;1542386380685;0.134;-0.316;10.104;Capture
375;1542386380690;0.163;-0.144;10.113;Capture
376;1542386380696;0.211;0.01;10.113;Capture
377;1542386380700;0.124;0.01;10.171;Capture
378;1542386380705;0.115;-0.067;10.104;Capture
379;1542386380710;0.067;-0.115;10.104;Capture
380;1542386380715;0.172;-0.057;10.065;Capture
381;1542386380720;0.124;-0.134;10.094;Capture
382;1542386380725;0.048;-0.201;10.056;Capture
383;1542386380730;-0.077;-0.096;10.065;Capture
384;1542386380735;-0.316;-0.086;10.113;Capture
385;1542386380740;-0.45;0.038;10.276;Capture
386;1542386380746;-0.546;0.105;10.084;Capture
387;1542386380750;0.45;-0.172;10.209;Capture
388;1542386380755;-0.287;0.019;10.056;Capture
389;1542386380760;-0.335;-0.067;10.343;Capture
390;1542386380765;-1.628;0.115;10.104;Capture
391;1542386380770;-2.662;0.124;9.404;Capture
392;1542386380775;-1.896;-0.01;11.023;Capture
393;1542386380781;-2.519;0.172;10.429;Capture
394;1542386380785;-2.682;0.115;10.199;Capture
395;1542386380790;-2.998;0.086;10.199;Capture
396;1542386380796;-3.256;0.01;10.084;Capture
397;1542386380800;-3.294;-0.019;10.094;Capture
398;1542386380805;-3.16;-0.048;10.228;Capture
399;1542386380810;-3.227;-0.019;10.161;Capture
400;1542386380815;-3.093;0.048;10.285;Capture
401;1542386380820;-2.921;0.096;10.142;Capture
402;1542386380825;-2.969;0.048;10.247;Capture
403;1542386380830;-3.055;-0.01;10.391;Capture
404;1542386380835;-2.902;-0.086;10.266;Capture
405;1542386380840;-2.528;-0.057;10.956;Capture
406;1542386380845;-2.241;-0.163;9.912;Capture
407;1542386380850;-2.155;-0.172;10.18;Capture
408;1542386380856;-2.126;-0.22;9.989;Capture
409;1542386380860;-1.887;-0.144;9.979;Capture
410;1542386380865;-1.35;-0.192;10.142;Capture
411;1542386380870;-1.149;-0.23;10.075;Capture
412;1542386380875;-1.111;-0.316;10.333;Capture
413;1542386380880;-1.149;-0.488;10.142;Capture
414;1542386380885;-1.283;-0.469;10.439;Capture
415;1542386380890;-1.437;-0.488;10.199;Capture
416;1542386380895;-1.628;-0.517;10.774;Capture
417;1542386380900;-1.925;-0.402;10.534;Capture
418;1542386380905;-1.81;-0.144;10.285;Capture
419;1542386380910;-2.107;-0.086;10.132;Capture
420;1542386380915;-2.136;-0.029;10.084;Capture
421;1542386380920;-2.021;-0.124;10.027;Capture
422;1542386380925;-1.973;-0.201;10.017;Capture
423;1542386380930;-1.982;-0.278;9.778;Capture
424;1542386380935;-1.59;-0.163;10.065;Capture
425;1542386380940;-1.274;-0.038;10.123;Capture
426;1542386380945;-1.159;-0.038;10.104;Capture
427;1542386380950;-1.13;-0.115;10.104;Capture
428;1542386380955;-1.092;-0.153;9.912;Capture
429;1542386380960;-1.034;0;10.161;Capture
430;1542386380965;-1.12;0;9.883;Capture
431;1542386380970;-1.13;0;10.554;Capture
432;1542386380975;-0.91;0.01;10.372;Capture
433;1542386380980;-1.092;0.01;9.883;Capture
434;1542386380985;-1.226;-0.01;10.42;Capture
435;1542386380990;-1.235;0.019;10.104;Capture
436;1542386380995;-1.073;0.048;10.362;Capture
437;1542386381000;-0.584;0.115;10.238;Capture
438;1542386381005;0.105;0.105;10.171;Capture
439;1542386381010;0.881;-0.01;10.314;Capture
440;1542386381015;1.475;-0.259;9.682;Capture
441;1542386381020;1.906;-0.297;10.448;Capture
442;1542386381025;2.279;-0.287;10.247;Capture
443;1542386381030;1.992;-0.345;10.161;Capture
444;1542386381035;1.982;-0.402;10.266;Capture
445;1542386381040;1.714;-0.239;10.19;Capture
446;1542386381045;1.504;-0.153;10.056;Capture
447;1542386381050;0.986;0.057;10.353;Capture
448;1542386381055;0.297;0.182;10.151;Capture
449;1542386381060;0.306;0.278;10.372;Capture
450;1542386381065;0.594;0.402;10.142;Capture
451;1542386381070;1.063;0.546;9.845;Capture
452;1542386381075;0.977;0.268;10.343;Capture
453;1542386381080;1.14;0.172;10.104;Capture
454;1542386381085;1.044;-0.038;10.075;Capture
455;1542386381090;1.14;-0.22;10.171;Capture
456;1542386381095;1.274;-0.306;9.979;Capture
457;1542386381100;1.35;-0.211;10.094;Capture
458;1542386381105;1.762;-0.019;10.305;Capture
459;1542386381110;1.618;-0.048;9.874;Capture
460;1542386381115;1.369;-0.201;10.467;Capture
461;1542386381120;1.743;-0.383;10.333;Capture
462;1542386381125;2.164;-0.469;10.381;Capture
463;1542386381130;2.107;-0.45;9.922;Capture
464;1542386381136;2.04;-0.469;10.171;Capture
465;1542386381140;1.724;-0.393;10.075;Capture
466;1542386381145;1.896;-0.412;10.036;Capture
467;1542386381150;1.724;-0.469;10.171;Capture
468;1542386381156;1.973;-0.45;10.18;Capture
469;1542386381160;1.791;-0.364;9.558;Capture
